n;label;image;text;train
10;016.Painted_Bunting;CUB/images/016.Painted_Bunting/Painted_Bunting_0010_16948.jpg;CUB/text/016.Painted_Bunting/Painted_Bunting_0010_16948.txt;0
10;017.Cardinal;CUB/images/017.Cardinal/Cardinal_0010_18894.jpg;CUB/text/017.Cardinal/Cardinal_0010_18894.txt;0
10;018.Spotted_Catbird;CUB/images/018.Spotted_Catbird/Spotted_Catbird_0010_19436.jpg;CUB/text/018.Spotted_Catbird/Spotted_Catbird_0010_19436.txt;0
10;020.Yellow_breasted_Chat;CUB/images/020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0010_21777.jpg;CUB/text/020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0010_21777.txt;0
10;022.Chuck_will_Widow;CUB/images/022.Chuck_will_Widow/Chuck_Will_Widow_0010_796964.jpg;CUB/text/022.Chuck_will_Widow/Chuck_Will_Widow_0010_796964.txt;0
10;024.Red_faced_Cormorant;CUB/images/024.Red_faced_Cormorant/Red_Faced_Cormorant_0010_23421.jpg;CUB/text/024.Red_faced_Cormorant/Red_Faced_Cormorant_0010_23421.txt;0
10;025.Pelagic_Cormorant;CUB/images/025.Pelagic_Cormorant/Pelagic_Cormorant_0010_23711.jpg;CUB/text/025.Pelagic_Cormorant/Pelagic_Cormorant_0010_23711.txt;0
10;026.Bronzed_Cowbird;CUB/images/026.Bronzed_Cowbird/Bronzed_Cowbird_0010_24146.jpg;CUB/text/026.Bronzed_Cowbird/Bronzed_Cowbird_0010_24146.txt;0
10;027.Shiny_Cowbird;CUB/images/027.Shiny_Cowbird/Shiny_Cowbird_0010_24439.jpg;CUB/text/027.Shiny_Cowbird/Shiny_Cowbird_0010_24439.txt;0
10;030.Fish_Crow;CUB/images/030.Fish_Crow/Fish_Crow_0010_25836.jpg;CUB/text/030.Fish_Crow/Fish_Crow_0010_25836.txt;0
10;032.Mangrove_Cuckoo;CUB/images/032.Mangrove_Cuckoo/Mangrove_Cuckoo_0010_26399.jpg;CUB/text/032.Mangrove_Cuckoo/Mangrove_Cuckoo_0010_26399.txt;0
10;033.Yellow_billed_Cuckoo;CUB/images/033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0010_26795.jpg;CUB/text/033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0010_26795.txt;0
10;034.Gray_crowned_Rosy_Finch;CUB/images/034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0010_27039.jpg;CUB/text/034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0010_27039.txt;0
10;037.Acadian_Flycatcher;CUB/images/037.Acadian_Flycatcher/Acadian_Flycatcher_0010_29199.jpg;CUB/text/037.Acadian_Flycatcher/Acadian_Flycatcher_0010_29199.txt;0
10;038.Great_Crested_Flycatcher;CUB/images/038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0010_29396.jpg;CUB/text/038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0010_29396.txt;0
10;039.Least_Flycatcher;CUB/images/039.Least_Flycatcher/Least_Flycatcher_0010_30149.jpg;CUB/text/039.Least_Flycatcher/Least_Flycatcher_0010_30149.txt;0
10;043.Yellow_bellied_Flycatcher;CUB/images/043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0010_795498.jpg;CUB/text/043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0010_795498.txt;0
10;045.Northern_Fulmar;CUB/images/045.Northern_Fulmar/Northern_Fulmar_0010_44112.jpg;CUB/text/045.Northern_Fulmar/Northern_Fulmar_0010_44112.txt;0
10;046.Gadwall;CUB/images/046.Gadwall/Gadwall_0010_31158.jpg;CUB/text/046.Gadwall/Gadwall_0010_31158.txt;0
10;050.Eared_Grebe;CUB/images/050.Eared_Grebe/Eared_Grebe_0010_34151.jpg;CUB/text/050.Eared_Grebe/Eared_Grebe_0010_34151.txt;0
10;051.Horned_Grebe;CUB/images/051.Horned_Grebe/Horned_Grebe_0010_34716.jpg;CUB/text/051.Horned_Grebe/Horned_Grebe_0010_34716.txt;0
10;054.Blue_Grosbeak;CUB/images/054.Blue_Grosbeak/Blue_Grosbeak_0010_37108.jpg;CUB/text/054.Blue_Grosbeak/Blue_Grosbeak_0010_37108.txt;0
10;057.Rose_breasted_Grosbeak;CUB/images/057.Rose_breasted_Grosbeak/Rose_Breasted_Grosbeak_0010_39238.jpg;CUB/text/057.Rose_breasted_Grosbeak/Rose_Breasted_Grosbeak_0010_39238.txt;0
10;059.California_Gull;CUB/images/059.California_Gull/California_Gull_0010_40735.jpg;CUB/text/059.California_Gull/California_Gull_0010_40735.txt;0
10;062.Herring_Gull;CUB/images/062.Herring_Gull/Herring_Gull_0010_46425.jpg;CUB/text/062.Herring_Gull/Herring_Gull_0010_46425.txt;0
10;063.Ivory_Gull;CUB/images/063.Ivory_Gull/Ivory_Gull_0010_49169.jpg;CUB/text/063.Ivory_Gull/Ivory_Gull_0010_49169.txt;0
10;068.Ruby_throated_Hummingbird;CUB/images/068.Ruby_throated_Hummingbird/Ruby_Throated_Hummingbird_0010_58285.jpg;CUB/text/068.Ruby_throated_Hummingbird/Ruby_Throated_Hummingbird_0010_58285.txt;0
10;071.Long_tailed_Jaeger;CUB/images/071.Long_tailed_Jaeger/Long_Tailed_Jaeger_0010_60895.jpg;CUB/text/071.Long_tailed_Jaeger/Long_Tailed_Jaeger_0010_60895.txt;0
10;072.Pomarine_Jaeger;CUB/images/072.Pomarine_Jaeger/Pomarine_Jaeger_0010_61457.jpg;CUB/text/072.Pomarine_Jaeger/Pomarine_Jaeger_0010_61457.txt;0
10;073.Blue_Jay;CUB/images/073.Blue_Jay/Blue_Jay_0010_61939.jpg;CUB/text/073.Blue_Jay/Blue_Jay_0010_61939.txt;0
10;076.Dark_eyed_Junco;CUB/images/076.Dark_eyed_Junco/Dark_Eyed_Junco_0010_66649.jpg;CUB/text/076.Dark_eyed_Junco/Dark_Eyed_Junco_0010_66649.txt;0
10;077.Tropical_Kingbird;CUB/images/077.Tropical_Kingbird/Tropical_Kingbird_0010_69583.jpg;CUB/text/077.Tropical_Kingbird/Tropical_Kingbird_0010_69583.txt;0
10;078.Gray_Kingbird;CUB/images/078.Gray_Kingbird/Gray_Kingbird_0010_70057.jpg;CUB/text/078.Gray_Kingbird/Gray_Kingbird_0010_70057.txt;0
10;080.Green_Kingfisher;CUB/images/080.Green_Kingfisher/Green_Kingfisher_0010_71191.jpg;CUB/text/080.Green_Kingfisher/Green_Kingfisher_0010_71191.txt;0
10;084.Red_legged_Kittiwake;CUB/images/084.Red_legged_Kittiwake/Red_Legged_Kittiwake_0010_73789.jpg;CUB/text/084.Red_legged_Kittiwake/Red_Legged_Kittiwake_0010_73789.txt;0
10;085.Horned_Lark;CUB/images/085.Horned_Lark/Horned_Lark_0010_75291.jpg;CUB/text/085.Horned_Lark/Horned_Lark_0010_75291.txt;0
10;086.Pacific_Loon;CUB/images/086.Pacific_Loon/Pacific_Loon_0010_75818.jpg;CUB/text/086.Pacific_Loon/Pacific_Loon_0010_75818.txt;0
10;089.Hooded_Merganser;CUB/images/089.Hooded_Merganser/Hooded_Merganser_0010_796785.jpg;CUB/text/089.Hooded_Merganser/Hooded_Merganser_0010_796785.txt;0
10;090.Red_breasted_Merganser;CUB/images/090.Red_breasted_Merganser/Red_Breasted_Merganser_0010_79567.jpg;CUB/text/090.Red_breasted_Merganser/Red_Breasted_Merganser_0010_79567.txt;0
10;091.Mockingbird;CUB/images/091.Mockingbird/Mockingbird_0010_79955.jpg;CUB/text/091.Mockingbird/Mockingbird_0010_79955.txt;0
10;094.White_breasted_Nuthatch;CUB/images/094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0010_85783.jpg;CUB/text/094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0010_85783.txt;0
10;096.Hooded_Oriole;CUB/images/096.Hooded_Oriole/Hooded_Oriole_0010_90413.jpg;CUB/text/096.Hooded_Oriole/Hooded_Oriole_0010_90413.txt;0
10;098.Scott_Oriole;CUB/images/098.Scott_Oriole/Scott_Oriole_0010_795852.jpg;CUB/text/098.Scott_Oriole/Scott_Oriole_0010_795852.txt;0
10;099.Ovenbird;CUB/images/099.Ovenbird/Ovenbird_0010_92957.jpg;CUB/text/099.Ovenbird/Ovenbird_0010_92957.txt;0
10;100.Brown_Pelican;CUB/images/100.Brown_Pelican/Brown_Pelican_0010_94370.jpg;CUB/text/100.Brown_Pelican/Brown_Pelican_0010_94370.txt;0
10;101.White_Pelican;CUB/images/101.White_Pelican/White_Pelican_0010_96876.jpg;CUB/text/101.White_Pelican/White_Pelican_0010_96876.txt;0
10;102.Western_Wood_Pewee;CUB/images/102.Western_Wood_Pewee/Western_Wood_Pewee_0010_98204.jpg;CUB/text/102.Western_Wood_Pewee/Western_Wood_Pewee_0010_98204.txt;0
10;103.Sayornis;CUB/images/103.Sayornis/Sayornis_0010_98611.jpg;CUB/text/103.Sayornis/Sayornis_0010_98611.txt;0
10;104.American_Pipit;CUB/images/104.American_Pipit/American_Pipit_0010_99843.jpg;CUB/text/104.American_Pipit/American_Pipit_0010_99843.txt;0
10;105.Whip_poor_Will;CUB/images/105.Whip_poor_Will/Whip_Poor_Will_0010_100464.jpg;CUB/text/105.Whip_poor_Will/Whip_Poor_Will_0010_100464.txt;0
10;106.Horned_Puffin;CUB/images/106.Horned_Puffin/Horned_Puffin_0010_100771.jpg;CUB/text/106.Horned_Puffin/Horned_Puffin_0010_100771.txt;0
10;107.Common_Raven;CUB/images/107.Common_Raven/Common_Raven_0010_101390.jpg;CUB/text/107.Common_Raven/Common_Raven_0010_101390.txt;0
10;108.White_necked_Raven;CUB/images/108.White_necked_Raven/White_Necked_Raven_0010_797350.jpg;CUB/text/108.White_necked_Raven/White_Necked_Raven_0010_797350.txt;0
10;110.Geococcyx;CUB/images/110.Geococcyx/Geococcyx_0010_104197.jpg;CUB/text/110.Geococcyx/Geococcyx_0010_104197.txt;0
10;111.Loggerhead_Shrike;CUB/images/111.Loggerhead_Shrike/Loggerhead_Shrike_0010_104866.jpg;CUB/text/111.Loggerhead_Shrike/Loggerhead_Shrike_0010_104866.txt;0
10;112.Great_Grey_Shrike;CUB/images/112.Great_Grey_Shrike/Great_Grey_Shrike_0010_797023.jpg;CUB/text/112.Great_Grey_Shrike/Great_Grey_Shrike_0010_797023.txt;0
10;113.Baird_Sparrow;CUB/images/113.Baird_Sparrow/Baird_Sparrow_0010_794575.jpg;CUB/text/113.Baird_Sparrow/Baird_Sparrow_0010_794575.txt;0
10;114.Black_throated_Sparrow;CUB/images/114.Black_throated_Sparrow/Black_Throated_Sparrow_0010_107375.jpg;CUB/text/114.Black_throated_Sparrow/Black_Throated_Sparrow_0010_107375.txt;0
10;115.Brewer_Sparrow;CUB/images/115.Brewer_Sparrow/Brewer_Sparrow_0010_796716.jpg;CUB/text/115.Brewer_Sparrow/Brewer_Sparrow_0010_796716.txt;0
10;116.Chipping_Sparrow;CUB/images/116.Chipping_Sparrow/Chipping_Sparrow_0010_109760.jpg;CUB/text/116.Chipping_Sparrow/Chipping_Sparrow_0010_109760.txt;0
10;117.Clay_colored_Sparrow;CUB/images/117.Clay_colored_Sparrow/Clay_Colored_Sparrow_0010_797262.jpg;CUB/text/117.Clay_colored_Sparrow/Clay_Colored_Sparrow_0010_797262.txt;0
10;118.House_Sparrow;CUB/images/118.House_Sparrow/House_Sparrow_0010_112678.jpg;CUB/text/118.House_Sparrow/House_Sparrow_0010_112678.txt;0
10;120.Fox_Sparrow;CUB/images/120.Fox_Sparrow/Fox_Sparrow_0010_114728.jpg;CUB/text/120.Fox_Sparrow/Fox_Sparrow_0010_114728.txt;0
10;122.Harris_Sparrow;CUB/images/122.Harris_Sparrow/Harris_Sparrow_0010_116376.jpg;CUB/text/122.Harris_Sparrow/Harris_Sparrow_0010_116376.txt;0
10;123.Henslow_Sparrow;CUB/images/123.Henslow_Sparrow/Henslow_Sparrow_0010_796600.jpg;CUB/text/123.Henslow_Sparrow/Henslow_Sparrow_0010_796600.txt;0
10;124.Le_Conte_Sparrow;CUB/images/124.Le_Conte_Sparrow/Le_Conte_Sparrow_0010_795166.jpg;CUB/text/124.Le_Conte_Sparrow/Le_Conte_Sparrow_0010_795166.txt;0
10;125.Lincoln_Sparrow;CUB/images/125.Lincoln_Sparrow/Lincoln_Sparrow_0010_117263.jpg;CUB/text/125.Lincoln_Sparrow/Lincoln_Sparrow_0010_117263.txt;0
10;129.Song_Sparrow;CUB/images/129.Song_Sparrow/Song_Sparrow_0010_121331.jpg;CUB/text/129.Song_Sparrow/Song_Sparrow_0010_121331.txt;0
10;132.White_crowned_Sparrow;CUB/images/132.White_crowned_Sparrow/White_Crowned_Sparrow_0010_127651.jpg;CUB/text/132.White_crowned_Sparrow/White_Crowned_Sparrow_0010_127651.txt;0
10;134.Cape_Glossy_Starling;CUB/images/134.Cape_Glossy_Starling/Cape_Glossy_Starling_0010_129352.jpg;CUB/text/134.Cape_Glossy_Starling/Cape_Glossy_Starling_0010_129352.txt;0
10;135.Bank_Swallow;CUB/images/135.Bank_Swallow/Bank_Swallow_0010_129592.jpg;CUB/text/135.Bank_Swallow/Bank_Swallow_0010_129592.txt;0
10;140.Summer_Tanager;CUB/images/140.Summer_Tanager/Summer_Tanager_0010_139948.jpg;CUB/text/140.Summer_Tanager/Summer_Tanager_0010_139948.txt;0
10;142.Black_Tern;CUB/images/142.Black_Tern/Black_Tern_0010_144341.jpg;CUB/text/142.Black_Tern/Black_Tern_0010_144341.txt;0
10;143.Caspian_Tern;CUB/images/143.Caspian_Tern/Caspian_Tern_0010_145667.jpg;CUB/text/143.Caspian_Tern/Caspian_Tern_0010_145667.txt;0
10;146.Forsters_Tern;CUB/images/146.Forsters_Tern/Forsters_Tern_0010_151243.jpg;CUB/text/146.Forsters_Tern/Forsters_Tern_0010_151243.txt;0
10;148.Green_tailed_Towhee;CUB/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0010_797431.jpg;CUB/text/148.Green_tailed_Towhee/Green_Tailed_Towhee_0010_797431.txt;0
10;149.Brown_Thrasher;CUB/images/149.Brown_Thrasher/Brown_Thrasher_0010_155231.jpg;CUB/text/149.Brown_Thrasher/Brown_Thrasher_0010_155231.txt;0
10;151.Black_capped_Vireo;CUB/images/151.Black_capped_Vireo/Black_Capped_Vireo_0010_155832.jpg;CUB/text/151.Black_capped_Vireo/Black_Capped_Vireo_0010_155832.txt;0
10;152.Blue_headed_Vireo;CUB/images/152.Blue_headed_Vireo/Blue_Headed_Vireo_0010_156344.jpg;CUB/text/152.Blue_headed_Vireo/Blue_Headed_Vireo_0010_156344.txt;0
10;153.Philadelphia_Vireo;CUB/images/153.Philadelphia_Vireo/Philadelphia_Vireo_0010_794769.jpg;CUB/text/153.Philadelphia_Vireo/Philadelphia_Vireo_0010_794769.txt;0
10;157.Yellow_throated_Vireo;CUB/images/157.Yellow_throated_Vireo/Yellow_Throated_Vireo_0010_795000.jpg;CUB/text/157.Yellow_throated_Vireo/Yellow_Throated_Vireo_0010_795000.txt;0
10;159.Black_and_white_Warbler;CUB/images/159.Black_and_white_Warbler/Black_And_White_Warbler_0010_160200.jpg;CUB/text/159.Black_and_white_Warbler/Black_And_White_Warbler_0010_160200.txt;0
10;160.Black_throated_Blue_Warbler;CUB/images/160.Black_throated_Blue_Warbler/Black_Throated_Blue_Warbler_0010_161169.jpg;CUB/text/160.Black_throated_Blue_Warbler/Black_Throated_Blue_Warbler_0010_161169.txt;0
10;164.Cerulean_Warbler;CUB/images/164.Cerulean_Warbler/Cerulean_Warbler_0010_797210.jpg;CUB/text/164.Cerulean_Warbler/Cerulean_Warbler_0010_797210.txt;0
10;168.Kentucky_Warbler;CUB/images/168.Kentucky_Warbler/Kentucky_Warbler_0010_795912.jpg;CUB/text/168.Kentucky_Warbler/Kentucky_Warbler_0010_795912.txt;0
10;174.Palm_Warbler;CUB/images/174.Palm_Warbler/Palm_Warbler_0010_169452.jpg;CUB/text/174.Palm_Warbler/Palm_Warbler_0010_169452.txt;0
10;175.Pine_Warbler;CUB/images/175.Pine_Warbler/Pine_Warbler_0010_171239.jpg;CUB/text/175.Pine_Warbler/Pine_Warbler_0010_171239.txt;0
10;176.Prairie_Warbler;CUB/images/176.Prairie_Warbler/Prairie_Warbler_0010_172547.jpg;CUB/text/176.Prairie_Warbler/Prairie_Warbler_0010_172547.txt;0
10;178.Swainson_Warbler;CUB/images/178.Swainson_Warbler/Swainson_Warbler_0010_174724.jpg;CUB/text/178.Swainson_Warbler/Swainson_Warbler_0010_174724.txt;0
10;180.Wilson_Warbler;CUB/images/180.Wilson_Warbler/Wilson_Warbler_0010_175750.jpg;CUB/text/180.Wilson_Warbler/Wilson_Warbler_0010_175750.txt;0
10;184.Louisiana_Waterthrush;CUB/images/184.Louisiana_Waterthrush/Louisiana_Waterthrush_0010_795255.jpg;CUB/text/184.Louisiana_Waterthrush/Louisiana_Waterthrush_0010_795255.txt;0
10;185.Bohemian_Waxwing;CUB/images/185.Bohemian_Waxwing/Bohemian_Waxwing_0010_796672.jpg;CUB/text/185.Bohemian_Waxwing/Bohemian_Waxwing_0010_796672.txt;0
10;186.Cedar_Waxwing;CUB/images/186.Cedar_Waxwing/Cedar_Waxwing_0010_178891.jpg;CUB/text/186.Cedar_Waxwing/Cedar_Waxwing_0010_178891.txt;0
10;187.American_Three_toed_Woodpecker;CUB/images/187.American_Three_toed_Woodpecker/American_Three_Toed_Woodpecker_0010_179874.jpg;CUB/text/187.American_Three_toed_Woodpecker/American_Three_Toed_Woodpecker_0010_179874.txt;0
10;189.Red_bellied_Woodpecker;CUB/images/189.Red_bellied_Woodpecker/Red_Bellied_Woodpecker_0010_180772.jpg;CUB/text/189.Red_bellied_Woodpecker/Red_Bellied_Woodpecker_0010_180772.txt;0
10;190.Red_cockaded_Woodpecker;CUB/images/190.Red_cockaded_Woodpecker/Red_Cockaded_Woodpecker_0010_182451.jpg;CUB/text/190.Red_cockaded_Woodpecker/Red_Cockaded_Woodpecker_0010_182451.txt;0
10;193.Bewick_Wren;CUB/images/193.Bewick_Wren/Bewick_Wren_0010_185142.jpg;CUB/text/193.Bewick_Wren/Bewick_Wren_0010_185142.txt;0
10;200.Common_Yellowthroat;CUB/images/200.Common_Yellowthroat/Common_Yellowthroat_0010_190572.jpg;CUB/text/200.Common_Yellowthroat/Common_Yellowthroat_0010_190572.txt;0
82;001.Black_footed_Albatross;CUB/images/001.Black_footed_Albatross/Black_Footed_Albatross_0082_796121.jpg;CUB/text/001.Black_footed_Albatross/Black_Footed_Albatross_0082_796121.txt;0
82;002.Laysan_Albatross;CUB/images/002.Laysan_Albatross/Laysan_Albatross_0082_524.jpg;CUB/text/002.Laysan_Albatross/Laysan_Albatross_0082_524.txt;0
82;004.Groove_billed_Ani;CUB/images/004.Groove_billed_Ani/Groove_Billed_Ani_0082_1697.jpg;CUB/text/004.Groove_billed_Ani/Groove_Billed_Ani_0082_1697.txt;0
82;009.Brewer_Blackbird;CUB/images/009.Brewer_Blackbird/Brewer_Blackbird_0082_2593.jpg;CUB/text/009.Brewer_Blackbird/Brewer_Blackbird_0082_2593.txt;0
82;011.Rusty_Blackbird;CUB/images/011.Rusty_Blackbird/Rusty_Blackbird_0082_6906.jpg;CUB/text/011.Rusty_Blackbird/Rusty_Blackbird_0082_6906.txt;0
82;012.Yellow_headed_Blackbird;CUB/images/012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0082_8577.jpg;CUB/text/012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0082_8577.txt;0
82;014.Indigo_Bunting;CUB/images/014.Indigo_Bunting/Indigo_Bunting_0082_11907.jpg;CUB/text/014.Indigo_Bunting/Indigo_Bunting_0082_11907.txt;0
82;015.Lazuli_Bunting;CUB/images/015.Lazuli_Bunting/Lazuli_Bunting_0082_15047.jpg;CUB/text/015.Lazuli_Bunting/Lazuli_Bunting_0082_15047.txt;0
82;017.Cardinal;CUB/images/017.Cardinal/Cardinal_0082_17875.jpg;CUB/text/017.Cardinal/Cardinal_0082_17875.txt;0
82;021.Eastern_Towhee;CUB/images/021.Eastern_Towhee/Eastern_Towhee_0082_22330.jpg;CUB/text/021.Eastern_Towhee/Eastern_Towhee_0082_22330.txt;0
82;023.Brandt_Cormorant;CUB/images/023.Brandt_Cormorant/Brandt_Cormorant_0082_22978.jpg;CUB/text/023.Brandt_Cormorant/Brandt_Cormorant_0082_22978.txt;0
82;025.Pelagic_Cormorant;CUB/images/025.Pelagic_Cormorant/Pelagic_Cormorant_0082_23844.jpg;CUB/text/025.Pelagic_Cormorant/Pelagic_Cormorant_0082_23844.txt;0
82;026.Bronzed_Cowbird;CUB/images/026.Bronzed_Cowbird/Bronzed_Cowbird_0082_24175.jpg;CUB/text/026.Bronzed_Cowbird/Bronzed_Cowbird_0082_24175.txt;0
82;027.Shiny_Cowbird;CUB/images/027.Shiny_Cowbird/Shiny_Cowbird_0082_24279.jpg;CUB/text/027.Shiny_Cowbird/Shiny_Cowbird_0082_24279.txt;0
82;030.Fish_Crow;CUB/images/030.Fish_Crow/Fish_Crow_0082_26012.jpg;CUB/text/030.Fish_Crow/Fish_Crow_0082_26012.txt;0
82;031.Black_billed_Cuckoo;CUB/images/031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0082_26241.jpg;CUB/text/031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0082_26241.txt;0
82;033.Yellow_billed_Cuckoo;CUB/images/033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0082_26655.jpg;CUB/text/033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0082_26655.txt;0
82;035.Purple_Finch;CUB/images/035.Purple_Finch/Purple_Finch_0082_27639.jpg;CUB/text/035.Purple_Finch/Purple_Finch_0082_27639.txt;0
82;038.Great_Crested_Flycatcher;CUB/images/038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0082_29445.jpg;CUB/text/038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0082_29445.txt;0
82;039.Least_Flycatcher;CUB/images/039.Least_Flycatcher/Least_Flycatcher_0082_30132.jpg;CUB/text/039.Least_Flycatcher/Least_Flycatcher_0082_30132.txt;0
82;040.Olive_sided_Flycatcher;CUB/images/040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0082_796893.jpg;CUB/text/040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0082_796893.txt;0
82;041.Scissor_tailed_Flycatcher;CUB/images/041.Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0082_41852.jpg;CUB/text/041.Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0082_41852.txt;0
82;044.Frigatebird;CUB/images/044.Frigatebird/Frigatebird_0082_42989.jpg;CUB/text/044.Frigatebird/Frigatebird_0082_42989.txt;0
82;046.Gadwall;CUB/images/046.Gadwall/Gadwall_0082_31301.jpg;CUB/text/046.Gadwall/Gadwall_0082_31301.txt;0
82;047.American_Goldfinch;CUB/images/047.American_Goldfinch/American_Goldfinch_0082_31890.jpg;CUB/text/047.American_Goldfinch/American_Goldfinch_0082_31890.txt;0
82;049.Boat_tailed_Grackle;CUB/images/049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0082_33488.jpg;CUB/text/049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0082_33488.txt;0
82;050.Eared_Grebe;CUB/images/050.Eared_Grebe/Eared_Grebe_0082_34227.jpg;CUB/text/050.Eared_Grebe/Eared_Grebe_0082_34227.txt;0
82;051.Horned_Grebe;CUB/images/051.Horned_Grebe/Horned_Grebe_0082_34725.jpg;CUB/text/051.Horned_Grebe/Horned_Grebe_0082_34725.txt;0
82;052.Pied_billed_Grebe;CUB/images/052.Pied_billed_Grebe/Pied_Billed_Grebe_0082_35356.jpg;CUB/text/052.Pied_billed_Grebe/Pied_Billed_Grebe_0082_35356.txt;0
82;054.Blue_Grosbeak;CUB/images/054.Blue_Grosbeak/Blue_Grosbeak_0082_36991.jpg;CUB/text/054.Blue_Grosbeak/Blue_Grosbeak_0082_36991.txt;0
82;056.Pine_Grosbeak;CUB/images/056.Pine_Grosbeak/Pine_Grosbeak_0082_38552.jpg;CUB/text/056.Pine_Grosbeak/Pine_Grosbeak_0082_38552.txt;0
82;058.Pigeon_Guillemot;CUB/images/058.Pigeon_Guillemot/Pigeon_Guillemot_0082_40290.jpg;CUB/text/058.Pigeon_Guillemot/Pigeon_Guillemot_0082_40290.txt;0
82;060.Glaucous_winged_Gull;CUB/images/060.Glaucous_winged_Gull/Glaucous_Winged_Gull_0082_44528.jpg;CUB/text/060.Glaucous_winged_Gull/Glaucous_Winged_Gull_0082_44528.txt;0
82;062.Herring_Gull;CUB/images/062.Herring_Gull/Herring_Gull_0082_47540.jpg;CUB/text/062.Herring_Gull/Herring_Gull_0082_47540.txt;0
82;063.Ivory_Gull;CUB/images/063.Ivory_Gull/Ivory_Gull_0082_49306.jpg;CUB/text/063.Ivory_Gull/Ivory_Gull_0082_49306.txt;0
82;070.Green_Violetear;CUB/images/070.Green_Violetear/Green_Violetear_0082_795706.jpg;CUB/text/070.Green_Violetear/Green_Violetear_0082_795706.txt;0
82;073.Blue_Jay;CUB/images/073.Blue_Jay/Blue_Jay_0082_62524.jpg;CUB/text/073.Blue_Jay/Blue_Jay_0082_62524.txt;0
82;078.Gray_Kingbird;CUB/images/078.Gray_Kingbird/Gray_Kingbird_0082_795014.jpg;CUB/text/078.Gray_Kingbird/Gray_Kingbird_0082_795014.txt;0
